sample_id,category,weight,color,season,origin
cucumber_014,cucumber,491.44,yellow,spring,local
cucumber_015,cucumber,438.6,green,spring,tropical
cucumber_016,cucumber,218.9,red,spring,local
cucumber_017,cucumber,141.45,red,spring,local
cucumber_018,cucumber,223.94,brown,winter,local
cucumber_019,cucumber,271.55,brown,autumn,imported
cucumber_020,cucumber,439.51,green,summer,tropical
cucumber_021,cucumber,233.41,orange,winter,tropical
cucumber_022,cucumber,394.04,brown,spring,imported
cucumber_023,cucumber,480.22,orange,spring,local
cucumber_024,cucumber,99.17,yellow,autumn,imported
mandarin_000,mandarin,58.62,red,autumn,imported
mandarin_001,mandarin,286.13,green,winter,tropical
mandarin_002,mandarin,155.49,white,winter,local
mandarin_003,mandarin,63.55,white,autumn,local
mandarin_004,mandarin,350.54,orange,spring,imported
mandarin_005,mandarin,169.47,green,winter,tropical
mandarin_006,mandarin,355.32,green,spring,local
mandarin_007,mandarin,431.65,green,spring,imported
mandarin_008,mandarin,448.18,green,autumn,imported
mandarin_009,mandarin,174.86,brown,autumn,tropical
mandarin_010,mandarin,679.01,orange,summer,imported
mandarin_011,mandarin,367.81,yellow,winter,local
mandarin_012,mandarin,495.55,green,autumn,imported
mandarin_013,mandarin,202.99,white,summer,imported
mandarin_014,mandarin,249.26,white,autumn,imported
mandarin_015,mandarin,204.52,brown,autumn,tropical
mandarin_016,mandarin,470.97,orange,autumn,imported
mandarin_017,mandarin,217.63,yellow,spring,local
mandarin_018,mandarin,77.81,brown,winter,tropical
mandarin_019,mandarin,123.26,orange,winter,imported
mandarin_020,mandarin,117.71,brown,autumn,tropical
mandarin_021,mandarin,251.02,orange,spring,tropical
mandarin_022,mandarin,161.0,red,summer,imported
mandarin_023,mandarin,347.86,orange,autumn,imported
mandarin_024,mandarin,389.24,white,winter,local
potato_000,potato,197.53,yellow,spring,local
potato_001,potato,391.92,yellow,spring,local
potato_002,potato,478.43,yellow,summer,local
potato_003,potato,318.84,yellow,autumn,imported
potato_004,potato,72.32,white,spring,tropical
potato_005,potato,259.27,green,winter,local
potato_006,potato,384.76,white,autumn,tropical
potato_007,potato,240.7,red,spring,local
potato_008,potato,482.7,green,summer,tropical
potato_009,potato,270.07,green,spring,tropical
potato_010,potato,459.3,yellow,autumn,imported
potato_011,potato,392.98,red,summer,tropical
potato_012,potato,203.83,green,winter,local
potato_013,potato,431.81,orange,summer,tropical
potato_014,potato,407.27,brown,winter,imported
potato_015,potato,330.44,white,winter,imported
potato_016,potato,412.29,yellow,winter,local
potato_017,potato,227.77,green,spring,imported
potato_018,potato,230.84,green,winter,tropical
potato_019,potato,252.66,yellow,summer,tropical
potato_020,potato,210.64,brown,autumn,local
potato_021,potato,133.89,red,autumn,imported
potato_022,potato,295.56,orange,spring,local
potato_023,potato,181.36,yellow,summer,tropical
potato_024,potato,267.17,green,winter,local
