ID,label,outlier_score
mandarin_028,Mandarin,3.202980111274701
mandarin_034,Mandarin,4.91203789990225
mandarin_040,Mandarin,6.210834994362315
mandarin_060,Mandarin,3.6152372240318607
mandarin_071,Mandarin,5.193344111921591
mandarin_075,Mandarin,7.302627451644727
mandarin_107,Mandarin,3.1986732969893277
mandarin_114,Mandarin,6.0200489225283675
mandarin_130,Mandarin,5.804891716353628
mandarin_135,Mandarin,4.422247395970242
mandarin_196,Mandarin,4.338295089306065
mandarin_228,Mandarin,3.0777260218685476
mandarin_239,Mandarin,4.684962221240431
mandarin_242,Mandarin,5.11671440633909
mandarin_256,Mandarin,4.246653687027787
mandarin_283,Mandarin,4.882224576321883
mandarin_317,Mandarin,5.030233804822738
mandarin_321,Mandarin,3.3720511270900926
mandarin_335,Mandarin,3.208739578930812
mandarin_343,Mandarin,4.425375751993625
mandarin_358,Mandarin,4.096720664114744
mandarin_368,Mandarin,8.124434394948658
mandarin_382,Mandarin,4.890972386316533
mandarin_394,Mandarin,7.509885658854231
mandarin_413,Mandarin,4.2691099462581965
mandarin_423,Mandarin,10.268823876037898
mandarin_549,Mandarin,4.000441526040082
mandarin_564,Mandarin,4.727565926986085
mandarin_581,Mandarin,3.1273268186452783
mandarin_599,Mandarin,6.286532094753432
potato_006,Potato,3.778317244635481
potato_024,Potato,3.25941873679921
potato_087,Potato,4.363525616106332
potato_102,Potato,11.681956824772918
potato_105,Potato,5.043445010150545
potato_109,Potato,4.56466357600312
potato_135,Potato,8.501981493755935
potato_204,Potato,5.12497360218141
potato_235,Potato,4.073210317138335
potato_254,Potato,8.810988422980616
potato_270,Potato,9.02734875534497
potato_327,Potato,3.2165858265042546
potato_374,Potato,9.26032622335542
potato_391,Potato,3.4297909934128277
potato_439,Potato,4.882253865873947
potato_501,Potato,8.93050441205808
potato_531,Potato,12.05558330318003
tomato_019,Tomato,12.461272723886115
tomato_020,Tomato,3.801163713255784
tomato_042,Tomato,5.405137000028529
tomato_056,Tomato,4.0562395202933255
tomato_108,Tomato,9.62377831012656
tomato_116,Tomato,4.467762433387721
tomato_122,Tomato,9.678134454119098
tomato_129,Tomato,6.917192859841409
tomato_156,Tomato,9.201337089062557
tomato_159,Tomato,4.336048115248324
tomato_180,Tomato,4.158264318506144
tomato_210,Tomato,4.643352943901839
tomato_220,Tomato,4.498788883198191
tomato_252,Tomato,4.010660937779002
tomato_263,Tomato,6.542290274308402
tomato_281,Tomato,4.398149286206466
tomato_298,Tomato,3.260056178317491
tomato_349,Tomato,4.212768470605097
tomato_383,Tomato,4.161931360142039
tomato_388,Tomato,4.432709364277908
tomato_415,Tomato,4.938417937801264
tomato_461,Tomato,3.079326364399653
tomato_468,Tomato,5.403522790234691
tomato_514,Tomato,4.575653308926495
