ID,label,outlier_score
cucumber_252,Cucumber,1.6565695196701924e-06
banana_028,Banana,1.6561519744495712e-06
banana_541,Banana,1.6491370495863578e-06
potato_153,Potato,1.6244807687915142e-06
banana_052,Banana,1.5678250100403801e-06
banana_244,Banana,1.4948360271827e-06
tomato_047,Tomato,1.4799448390112602e-06
banana_356,Banana,1.4799274026255915e-06
banana_377,Banana,1.4755915247466334e-06
mandarin_515,Mandarin,1.4752923748195812e-06
potato_115,Potato,1.4652607520648786e-06
mandarin_334,Mandarin,1.4275505210159523e-06
mandarin_050,Mandarin,1.3832174311501078e-06
tomato_549,Tomato,1.3811329965252028e-06
mandarin_209,Mandarin,1.2626141093763366e-06
banana_368,Banana,1.243138843198821e-06
mandarin_426,Mandarin,1.2122587443874622e-06
tomato_046,Tomato,1.199322592015939e-06
tomato_591,Tomato,1.1788743515817046e-06
banana_485,Banana,1.153865640146634e-06
cucumber_444,Cucumber,1.143146287740926e-06
tomato_432,Tomato,1.1198585724292442e-06
cucumber_250,Cucumber,1.1081127496703758e-06
tomato_180,Tomato,1.0873925645471516e-06
potato_274,Potato,9.889524117401294e-07
banana_576,Banana,9.73986509444913e-07
banana_161,Banana,9.491510910564216e-07
mandarin_425,Mandarin,9.461340894079129e-07
tomato_342,Tomato,9.160110815420452e-07
mandarin_073,Mandarin,8.229584077534824e-07
banana_522,Banana,8.095393404516926e-07
banana_164,Banana,8.0586943873584e-07
tomato_261,Tomato,7.669056990566858e-07
tomato_044,Tomato,7.545978372158757e-07
mandarin_121,Mandarin,7.514792176310792e-07
tomato_065,Tomato,7.406526084663412e-07
potato_070,Potato,7.350836297437269e-07
banana_050,Banana,7.314673411418227e-07
cucumber_599,Cucumber,7.239682916493351e-07
cucumber_034,Cucumber,7.009798249635324e-07
banana_385,Banana,6.557056120293225e-07
cucumber_407,Cucumber,6.478569626322539e-07
potato_201,Potato,6.010846662629632e-07
tomato_454,Tomato,5.992116419717419e-07
cucumber_339,Cucumber,5.877354604111318e-07
potato_479,Potato,5.139461836112247e-07
tomato_290,Tomato,4.5802118930904356e-07
mandarin_385,Mandarin,4.446518963030499e-07
cucumber_129,Cucumber,4.043400058106883e-07
mandarin_135,Mandarin,3.663614823734562e-07
banana_012,Banana,3.580101151090531e-07
cucumber_516,Cucumber,3.366364881296491e-07
cucumber_003,Cucumber,2.8724516332179206e-07
banana_033,Banana,2.8664650364440547e-07
cucumber_009,Cucumber,2.8624653614084394e-07
mandarin_240,Mandarin,2.74391623311665e-07
cucumber_468,Cucumber,2.3971154872182154e-07
potato_063,Potato,2.392841784715216e-07
cucumber_015,Cucumber,1.946665254548563e-07
banana_015,Banana,1.934704763062456e-07
potato_018,Potato,1.1345535555484787e-07
banana_304,Banana,1.0058620292241471e-07
tomato_230,Tomato,9.885191587510889e-08
tomato_544,Tomato,6.092347770714213e-08
cucumber_399,Cucumber,5.110827239196425e-08
cucumber_044,Cucumber,5.0213126212561576e-08
cucumber_465,Cucumber,4.385541918505709e-08
mandarin_367,Mandarin,3.958698047146214e-08
cucumber_228,Cucumber,3.509238444276974e-08
banana_546,Banana,2.4612808013912968e-08
cucumber_387,Cucumber,3.987169372443589e-09
potato_146,Potato,3.4632936518619317e-09
mandarin_119,Mandarin,9.992007221626409e-16
potato_158,Potato,0.0
potato_234,Potato,0.0
potato_235,Potato,0.0
potato_159,Potato,0.0
potato_236,Potato,0.0
potato_184,Potato,0.0
potato_233,Potato,0.0
potato_232,Potato,0.0
potato_180,Potato,0.0
potato_231,Potato,0.0
potato_230,Potato,0.0
potato_160,Potato,0.0
potato_229,Potato,0.0
potato_228,Potato,0.0
potato_161,Potato,0.0
potato_427,Potato,0.0
potato_162,Potato,0.0
potato_428,Potato,0.0
potato_227,Potato,0.0
potato_426,Potato,0.0
potato_179,Potato,0.0
potato_425,Potato,0.0
potato_437,Potato,0.0
potato_150,Potato,0.0
potato_246,Potato,0.0
potato_245,Potato,0.0
potato_244,Potato,0.0
potato_243,Potato,0.0
potato_419,Potato,0.0
potato_420,Potato,0.0
potato_421,Potato,0.0
potato_242,Potato,0.0
potato_241,Potato,0.0
potato_151,Potato,0.0
potato_152,Potato,0.0
potato_240,Potato,0.0
potato_178,Potato,0.0
potato_239,Potato,0.0
potato_440,Potato,0.0
potato_439,Potato,0.0
potato_238,Potato,0.0
potato_154,Potato,0.0
potato_155,Potato,0.0
potato_156,Potato,0.0
potato_157,Potato,0.0
potato_163,Potato,0.0
potato_422,Potato,0.0
potato_423,Potato,0.0
potato_177,Potato,0.0
potato_424,Potato,0.0
potato_226,Potato,0.0
potato_166,Potato,0.0
potato_225,Potato,0.0
potato_164,Potato,0.0
potato_206,Potato,0.0
potato_205,Potato,0.0
potato_204,Potato,0.0
potato_203,Potato,0.0
potato_202,Potato,0.0
potato_182,Potato,0.0
potato_200,Potato,0.0
potato_199,Potato,0.0
potato_198,Potato,0.0
potato_172,Potato,0.0
potato_197,Potato,0.0
potato_196,Potato,0.0
potato_173,Potato,0.0
potato_195,Potato,0.0
potato_432,Potato,0.0
potato_194,Potato,0.0
potato_174,Potato,0.0
potato_193,Potato,0.0
potato_175,Potato,0.0
potato_192,Potato,0.0
potato_191,Potato,0.0
potato_190,Potato,0.0
potato_189,Potato,0.0
potato_188,Potato,0.0
potato_187,Potato,0.0
potato_186,Potato,0.0
potato_176,Potato,0.0
potato_433,Potato,0.0
potato_183,Potato,0.0
potato_207,Potato,0.0
potato_431,Potato,0.0
potato_430,Potato,0.0
potato_168,Potato,0.0
potato_165,Potato,0.0
potato_224,Potato,0.0
potato_185,Potato,0.0
potato_223,Potato,0.0
potato_167,Potato,0.0
potato_222,Potato,0.0
potato_221,Potato,0.0
potato_436,Potato,0.0
potato_220,Potato,0.0
potato_219,Potato,0.0
potato_218,Potato,0.0
potato_434,Potato,0.0
potato_217,Potato,0.0
potato_169,Potato,0.0
potato_418,Potato,0.0
potato_216,Potato,0.0
potato_215,Potato,0.0
potato_214,Potato,0.0
potato_435,Potato,0.0
potato_213,Potato,0.0
potato_212,Potato,0.0
potato_429,Potato,0.0
potato_171,Potato,0.0
potato_181,Potato,0.0
potato_211,Potato,0.0
potato_210,Potato,0.0
potato_209,Potato,0.0
potato_208,Potato,0.0
potato_247,Potato,0.0
potato_372,Potato,0.0
potato_416,Potato,0.0
potato_305,Potato,0.0
potato_322,Potato,0.0
potato_323,Potato,0.0
potato_324,Potato,0.0
potato_325,Potato,0.0
potato_326,Potato,0.0
potato_327,Potato,0.0
potato_328,Potato,0.0
potato_329,Potato,0.0
potato_330,Potato,0.0
potato_331,Potato,0.0
potato_332,Potato,0.0
potato_333,Potato,0.0
potato_334,Potato,0.0
potato_335,Potato,0.0
potato_336,Potato,0.0
potato_337,Potato,0.0
potato_338,Potato,0.0
potato_321,Potato,0.0
potato_320,Potato,0.0
potato_382,Potato,0.0
potato_312,Potato,0.0
potato_306,Potato,0.0
potato_307,Potato,0.0
potato_386,Potato,0.0
potato_309,Potato,0.0
potato_385,Potato,0.0
potato_310,Potato,0.0
potato_311,Potato,0.0
potato_313,Potato,0.0
potato_319,Potato,0.0
potato_314,Potato,0.0
potato_315,Potato,0.0
potato_316,Potato,0.0
potato_384,Potato,0.0
potato_317,Potato,0.0
potato_383,Potato,0.0
potato_318,Potato,0.0
potato_339,Potato,0.0
potato_381,Potato,0.0
potato_380,Potato,0.0
potato_375,Potato,0.0
potato_358,Potato,0.0
potato_359,Potato,0.0
potato_360,Potato,0.0
potato_361,Potato,0.0
potato_362,Potato,0.0
potato_363,Potato,0.0
potato_364,Potato,0.0
potato_365,Potato,0.0
potato_356,Potato,0.0
potato_366,Potato,0.0
potato_367,Potato,0.0
potato_368,Potato,0.0
potato_374,Potato,0.0
potato_369,Potato,0.0
potato_373,Potato,0.0
potato_370,Potato,0.0
potato_357,Potato,0.0
potato_355,Potato,0.0
potato_341,Potato,0.0
potato_348,Potato,0.0
potato_342,Potato,0.0
potato_343,Potato,0.0
potato_379,Potato,0.0
potato_344,Potato,0.0
potato_345,Potato,0.0
potato_346,Potato,0.0
potato_347,Potato,0.0
potato_349,Potato,0.0
potato_354,Potato,0.0
potato_378,Potato,0.0
potato_377,Potato,0.0
potato_350,Potato,0.0
potato_351,Potato,0.0
potato_352,Potato,0.0
potato_376,Potato,0.0
potato_353,Potato,0.0
potato_387,Potato,0.0
potato_304,Potato,0.0
potato_415,Potato,0.0
potato_388,Potato,0.0
potato_264,Potato,0.0
potato_406,Potato,0.0
potato_405,Potato,0.0
potato_265,Potato,0.0
potato_266,Potato,0.0
potato_404,Potato,0.0
potato_403,Potato,0.0
potato_402,Potato,0.0
potato_267,Potato,0.0
potato_401,Potato,0.0
potato_268,Potato,0.0
potato_269,Potato,0.0
potato_270,Potato,0.0
potato_271,Potato,0.0
potato_272,Potato,0.0
potato_273,Potato,0.0
potato_400,Potato,0.0
potato_263,Potato,0.0
potato_407,Potato,0.0
potato_262,Potato,0.0
potato_253,Potato,0.0
potato_249,Potato,0.0
potato_250,Potato,0.0
potato_414,Potato,0.0
potato_413,Potato,0.0
potato_412,Potato,0.0
potato_411,Potato,0.0
potato_410,Potato,0.0
potato_254,Potato,0.0
potato_261,Potato,0.0
potato_255,Potato,0.0
potato_409,Potato,0.0
potato_257,Potato,0.0
potato_371,Potato,0.0
potato_259,Potato,0.0
potato_408,Potato,0.0
potato_260,Potato,0.0
potato_275,Potato,0.0
potato_276,Potato,0.0
potato_277,Potato,0.0
potato_297,Potato,0.0
potato_291,Potato,0.0
potato_292,Potato,0.0
potato_293,Potato,0.0
potato_391,Potato,0.0
potato_294,Potato,0.0
potato_295,Potato,0.0
potato_296,Potato,0.0
potato_298,Potato,0.0
potato_289,Potato,0.0
potato_299,Potato,0.0
potato_300,Potato,0.0
potato_301,Potato,0.0
potato_390,Potato,0.0
potato_302,Potato,0.0
potato_389,Potato,0.0
potato_303,Potato,0.0
potato_290,Potato,0.0
potato_288,Potato,0.0
potato_399,Potato,0.0
potato_281,Potato,0.0
potato_278,Potato,0.0
potato_398,Potato,0.0
potato_279,Potato,0.0
potato_397,Potato,0.0
potato_396,Potato,0.0
potato_280,Potato,0.0
potato_395,Potato,0.0
potato_282,Potato,0.0
potato_287,Potato,0.0
potato_283,Potato,0.0
potato_394,Potato,0.0
potato_284,Potato,0.0
potato_393,Potato,0.0
potato_285,Potato,0.0
potato_392,Potato,0.0
potato_286,Potato,0.0
potato_258,Potato,0.0
potato_087,Potato,0.0
potato_148,Potato,0.0
mandarin_494,Mandarin,0.0
mandarin_486,Mandarin,0.0
mandarin_487,Mandarin,0.0
mandarin_488,Mandarin,0.0
mandarin_489,Mandarin,0.0
mandarin_490,Mandarin,0.0
mandarin_491,Mandarin,0.0
mandarin_492,Mandarin,0.0
mandarin_493,Mandarin,0.0
mandarin_495,Mandarin,0.0
mandarin_484,Mandarin,0.0
mandarin_496,Mandarin,0.0
mandarin_497,Mandarin,0.0
mandarin_498,Mandarin,0.0
mandarin_499,Mandarin,0.0
mandarin_500,Mandarin,0.0
mandarin_501,Mandarin,0.0
mandarin_502,Mandarin,0.0
mandarin_503,Mandarin,0.0
mandarin_485,Mandarin,0.0
mandarin_482,Mandarin,0.0
mandarin_505,Mandarin,0.0
mandarin_470,Mandarin,0.0
mandarin_462,Mandarin,0.0
mandarin_463,Mandarin,0.0
mandarin_464,Mandarin,0.0
mandarin_465,Mandarin,0.0
mandarin_466,Mandarin,0.0
mandarin_467,Mandarin,0.0
mandarin_468,Mandarin,0.0
mandarin_469,Mandarin,0.0
mandarin_472,Mandarin,0.0
mandarin_481,Mandarin,0.0
mandarin_473,Mandarin,0.0
mandarin_474,Mandarin,0.0
mandarin_475,Mandarin,0.0
mandarin_476,Mandarin,0.0
mandarin_477,Mandarin,0.0
mandarin_478,Mandarin,0.0
mandarin_479,Mandarin,0.0
mandarin_480,Mandarin,0.0
mandarin_504,Mandarin,0.0
mandarin_506,Mandarin,0.0
mandarin_460,Mandarin,0.0
mandarin_541,Mandarin,0.0
mandarin_532,Mandarin,0.0
mandarin_534,Mandarin,0.0
mandarin_535,Mandarin,0.0
mandarin_536,Mandarin,0.0
mandarin_537,Mandarin,0.0
mandarin_538,Mandarin,0.0
mandarin_539,Mandarin,0.0
mandarin_540,Mandarin,0.0
mandarin_542,Mandarin,0.0
mandarin_530,Mandarin,0.0
mandarin_543,Mandarin,0.0
mandarin_544,Mandarin,0.0
mandarin_545,Mandarin,0.0
mandarin_546,Mandarin,0.0
mandarin_547,Mandarin,0.0
mandarin_548,Mandarin,0.0
mandarin_549,Mandarin,0.0
mandarin_550,Mandarin,0.0
mandarin_531,Mandarin,0.0
mandarin_529,Mandarin,0.0
mandarin_507,Mandarin,0.0
mandarin_517,Mandarin,0.0
mandarin_508,Mandarin,0.0
mandarin_509,Mandarin,0.0
mandarin_510,Mandarin,0.0
mandarin_511,Mandarin,0.0
mandarin_512,Mandarin,0.0
mandarin_513,Mandarin,0.0
mandarin_514,Mandarin,0.0
mandarin_516,Mandarin,0.0
mandarin_518,Mandarin,0.0
mandarin_528,Mandarin,0.0
mandarin_519,Mandarin,0.0
mandarin_520,Mandarin,0.0
mandarin_521,Mandarin,0.0
mandarin_523,Mandarin,0.0
mandarin_524,Mandarin,0.0
mandarin_525,Mandarin,0.0
mandarin_526,Mandarin,0.0
mandarin_527,Mandarin,0.0
mandarin_461,Mandarin,0.0
mandarin_459,Mandarin,0.0
potato_147,Potato,0.0
mandarin_401,Mandarin,0.0
mandarin_392,Mandarin,0.0
mandarin_393,Mandarin,0.0
mandarin_394,Mandarin,0.0
mandarin_395,Mandarin,0.0
mandarin_396,Mandarin,0.0
mandarin_397,Mandarin,0.0
mandarin_399,Mandarin,0.0
mandarin_400,Mandarin,0.0
mandarin_402,Mandarin,0.0
mandarin_390,Mandarin,0.0
mandarin_403,Mandarin,0.0
mandarin_404,Mandarin,0.0
mandarin_405,Mandarin,0.0
mandarin_406,Mandarin,0.0
mandarin_407,Mandarin,0.0
mandarin_408,Mandarin,0.0
mandarin_409,Mandarin,0.0
mandarin_410,Mandarin,0.0
mandarin_391,Mandarin,0.0
mandarin_389,Mandarin,0.0
mandarin_412,Mandarin,0.0
mandarin_376,Mandarin,0.0
mandarin_368,Mandarin,0.0
mandarin_369,Mandarin,0.0
mandarin_370,Mandarin,0.0
mandarin_371,Mandarin,0.0
mandarin_372,Mandarin,0.0
mandarin_373,Mandarin,0.0
mandarin_374,Mandarin,0.0
mandarin_375,Mandarin,0.0
mandarin_377,Mandarin,0.0
mandarin_388,Mandarin,0.0
mandarin_378,Mandarin,0.0
mandarin_379,Mandarin,0.0
mandarin_380,Mandarin,0.0
mandarin_381,Mandarin,0.0
mandarin_382,Mandarin,0.0
mandarin_383,Mandarin,0.0
mandarin_384,Mandarin,0.0
mandarin_386,Mandarin,0.0
mandarin_411,Mandarin,0.0
mandarin_413,Mandarin,0.0
mandarin_458,Mandarin,0.0
mandarin_447,Mandarin,0.0
mandarin_439,Mandarin,0.0
mandarin_440,Mandarin,0.0
mandarin_441,Mandarin,0.0
mandarin_442,Mandarin,0.0
mandarin_443,Mandarin,0.0
mandarin_444,Mandarin,0.0
mandarin_445,Mandarin,0.0
mandarin_446,Mandarin,0.0
mandarin_448,Mandarin,0.0
mandarin_437,Mandarin,0.0
mandarin_449,Mandarin,0.0
mandarin_450,Mandarin,0.0
mandarin_451,Mandarin,0.0
mandarin_452,Mandarin,0.0
mandarin_453,Mandarin,0.0
mandarin_454,Mandarin,0.0
mandarin_456,Mandarin,0.0
mandarin_457,Mandarin,0.0
mandarin_438,Mandarin,0.0
mandarin_436,Mandarin,0.0
mandarin_414,Mandarin,0.0
mandarin_423,Mandarin,0.0
mandarin_415,Mandarin,0.0
mandarin_416,Mandarin,0.0
mandarin_417,Mandarin,0.0
mandarin_418,Mandarin,0.0
mandarin_419,Mandarin,0.0
mandarin_420,Mandarin,0.0
mandarin_421,Mandarin,0.0
mandarin_422,Mandarin,0.0
mandarin_424,Mandarin,0.0
mandarin_435,Mandarin,0.0
mandarin_427,Mandarin,0.0
mandarin_428,Mandarin,0.0
mandarin_429,Mandarin,0.0
mandarin_430,Mandarin,0.0
mandarin_431,Mandarin,0.0
mandarin_432,Mandarin,0.0
mandarin_433,Mandarin,0.0
mandarin_434,Mandarin,0.0
mandarin_551,Mandarin,0.0
mandarin_552,Mandarin,0.0
mandarin_553,Mandarin,0.0
potato_086,Potato,0.0
potato_078,Potato,0.0
potato_079,Potato,0.0
potato_080,Potato,0.0
potato_081,Potato,0.0
potato_082,Potato,0.0
potato_083,Potato,0.0
potato_084,Potato,0.0
potato_085,Potato,0.0
potato_442,Potato,0.0
potato_076,Potato,0.0
potato_088,Potato,0.0
potato_089,Potato,0.0
potato_090,Potato,0.0
potato_091,Potato,0.0
potato_092,Potato,0.0
potato_093,Potato,0.0
potato_094,Potato,0.0
potato_095,Potato,0.0
potato_077,Potato,0.0
potato_075,Potato,0.0
potato_097,Potato,0.0
potato_060,Potato,0.0
potato_052,Potato,0.0
potato_053,Potato,0.0
potato_054,Potato,0.0
potato_055,Potato,0.0
potato_056,Potato,0.0
potato_057,Potato,0.0
potato_058,Potato,0.0
potato_059,Potato,0.0
potato_061,Potato,0.0
potato_074,Potato,0.0
potato_062,Potato,0.0
potato_064,Potato,0.0
potato_065,Potato,0.0
potato_066,Potato,0.0
potato_067,Potato,0.0
potato_068,Potato,0.0
potato_069,Potato,0.0
potato_073,Potato,0.0
potato_096,Potato,0.0
potato_098,Potato,0.0
mandarin_554,Mandarin,0.0
potato_135,Potato,0.0
potato_127,Potato,0.0
potato_128,Potato,0.0
potato_129,Potato,0.0
potato_130,Potato,0.0
potato_131,Potato,0.0
potato_132,Potato,0.0
potato_133,Potato,0.0
potato_134,Potato,0.0
potato_136,Potato,0.0
potato_125,Potato,0.0
potato_137,Potato,0.0
potato_138,Potato,0.0
potato_139,Potato,0.0
potato_140,Potato,0.0
potato_141,Potato,0.0
potato_143,Potato,0.0
potato_144,Potato,0.0
potato_145,Potato,0.0
potato_126,Potato,0.0
potato_124,Potato,0.0
potato_100,Potato,0.0
potato_110,Potato,0.0
potato_101,Potato,0.0
potato_102,Potato,0.0
potato_103,Potato,0.0
potato_104,Potato,0.0
potato_105,Potato,0.0
potato_107,Potato,0.0
potato_108,Potato,0.0
potato_109,Potato,0.0
potato_112,Potato,0.0
potato_123,Potato,0.0
potato_113,Potato,0.0
potato_114,Potato,0.0
potato_116,Potato,0.0
potato_117,Potato,0.0
potato_119,Potato,0.0
potato_120,Potato,0.0
potato_121,Potato,0.0
potato_122,Potato,0.0
potato_051,Potato,0.0
potato_049,Potato,0.0
potato_048,Potato,0.0
mandarin_587,Mandarin,0.0
mandarin_578,Mandarin,0.0
mandarin_579,Mandarin,0.0
mandarin_580,Mandarin,0.0
mandarin_581,Mandarin,0.0
mandarin_582,Mandarin,0.0
mandarin_583,Mandarin,0.0
mandarin_584,Mandarin,0.0
mandarin_586,Mandarin,0.0
mandarin_588,Mandarin,0.0
mandarin_576,Mandarin,0.0
mandarin_589,Mandarin,0.0
mandarin_590,Mandarin,0.0
mandarin_591,Mandarin,0.0
mandarin_592,Mandarin,0.0
mandarin_593,Mandarin,0.0
mandarin_594,Mandarin,0.0
mandarin_595,Mandarin,0.0
mandarin_596,Mandarin,0.0
mandarin_577,Mandarin,0.0
mandarin_575,Mandarin,0.0
potato_047,Potato,0.0
mandarin_564,Mandarin,0.0
mandarin_555,Mandarin,0.0
mandarin_557,Mandarin,0.0
mandarin_558,Mandarin,0.0
mandarin_559,Mandarin,0.0
mandarin_560,Mandarin,0.0
mandarin_561,Mandarin,0.0
mandarin_562,Mandarin,0.0
mandarin_563,Mandarin,0.0
mandarin_565,Mandarin,0.0
mandarin_574,Mandarin,0.0
mandarin_566,Mandarin,0.0
mandarin_567,Mandarin,0.0
mandarin_568,Mandarin,0.0
mandarin_569,Mandarin,0.0
mandarin_570,Mandarin,0.0
mandarin_571,Mandarin,0.0
mandarin_572,Mandarin,0.0
mandarin_573,Mandarin,0.0
mandarin_597,Mandarin,0.0
mandarin_598,Mandarin,0.0
mandarin_599,Mandarin,0.0
potato_035,Potato,0.0
potato_024,Potato,0.0
potato_026,Potato,0.0
potato_027,Potato,0.0
potato_028,Potato,0.0
potato_029,Potato,0.0
potato_032,Potato,0.0
potato_033,Potato,0.0
potato_034,Potato,0.0
potato_036,Potato,0.0
potato_000,Potato,0.0
potato_037,Potato,0.0
potato_038,Potato,0.0
potato_039,Potato,0.0
potato_040,Potato,0.0
potato_041,Potato,0.0
potato_042,Potato,0.0
potato_043,Potato,0.0
potato_045,Potato,0.0
potato_023,Potato,0.0
potato_022,Potato,0.0
potato_021,Potato,0.0
potato_020,Potato,0.0
potato_001,Potato,0.0
potato_003,Potato,0.0
potato_004,Potato,0.0
potato_005,Potato,0.0
potato_006,Potato,0.0
potato_007,Potato,0.0
potato_008,Potato,0.0
potato_009,Potato,0.0
potato_010,Potato,0.0
potato_011,Potato,0.0
potato_012,Potato,0.0
potato_013,Potato,0.0
potato_014,Potato,0.0
potato_015,Potato,0.0
potato_016,Potato,0.0
potato_017,Potato,0.0
potato_019,Potato,0.0
potato_441,Potato,0.0
potato_499,Potato,0.0
potato_443,Potato,0.0
tomato_344,Tomato,0.0
tomato_346,Tomato,0.0
tomato_347,Tomato,0.0
tomato_348,Tomato,0.0
tomato_349,Tomato,0.0
tomato_350,Tomato,0.0
tomato_351,Tomato,0.0
tomato_352,Tomato,0.0
tomato_353,Tomato,0.0
tomato_354,Tomato,0.0
tomato_355,Tomato,0.0
tomato_356,Tomato,0.0
tomato_357,Tomato,0.0
tomato_358,Tomato,0.0
tomato_359,Tomato,0.0
